first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count
1999-04-07,"[16, 10759]",34813,Angel Links,['JP'],ja,星方天使エンジェルリンクス,"Angel Links is an anime television series produced by Sunrise Studio. It was originally aired across the Japanese WOWOW television network from April 7 to June 30, 1999. It is a spin-off of the manga Outlaw Star by Takehiko Itō. Angel Links follows the 16 year-old protagonist, Meifon Li, who becomes the head of a corporation dedicated to saving transportation companies in outer space from pirates for free, as per her grandfather's dying wish. As the series progresses, she learns a terrifying secret about her grandfather and the reason for his wish.

A series of light novels titled Hoshi Hou Yuugeki Tai Enjieru Rinkusu, written and illustrated by Ibuki Hideaki, began publication prior to the anime series. The anime was released in the U.S. by Bandai. The characters Duuz and Valeria are from an episode of Outlaw Star titled ""Law and Lawlessness"", and work for Meifon, although there are several differences in their character and personalities between the two shows.",2.365,0.0,0
1999-04-06,"[16, 10759, 10759]",34201,Eden's Bowy,['JP'],ja,エデンズボゥイ,"Eden's Bowy is manga series written and illustrated by Kitsune Tennouji. It was originally published in the magazine Comptiq, but it soon moved to Shōnen Ace after the latter publication's creation in 1994. Eden's Bowy was adapted into a 26-episode anime series by Studio Deen in 1999.",1.796,0.0,0
1999-04-05,[16],34723,Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch,['JP'],ja,十兵衛ちゃん ーラブリー眼帯の秘密,Jiyu Nanohana is modern highschool girl and unwilling heir to the Yagyu Jubei school of swordsmanship.,2.471,9.0,1
1999-04-05,"[16, 10765, 18, 10759]",15124,Arc the Lad,['JP'],ja,アークザラッド,,1.4,5.0,4
1999-04-03,"[16, 10759]",45150,神八剣伝,['JP'],en,神八剣伝,"Shin Hakkenden is a Japanese anime series. The anime is based on the epic novel Nansō Satomi Hakkenden except it is set in the future. Directed by Katsuyoshi Yatabe, the anime's 26 episodes were broadcast on TV Tokyo between April 3, 1999 and September 25, 1999.",1.341,0.0,0
1999-04-03,[16],22474,Power Stone,['JP'],ja,パワーストーン,,0.6,0.0,0
1999-04-02,[16],34833,Betterman,['JP'],ja,ベターマン,"A deadly virus known as ""Algernon"" has attacked humanity. At the forefront of the battle is the mysterious Akamatsu Industries, this undercover organization uses enhanced weapons known as NeuroNoids to battle Algernon. Also helping with their secret efforts is the mysterious mutant who is known as ""Betterman.""",1.341,6.0,1
1999-04-02,[16],34701,Gokudo,['JP'],ja,ゴクドーくん漫遊記,"Gokudo is an adventurer by heart, his only goals being to get all the money and hot babes in the world. After being told by an old hag in a local bar that an evil king seeks to harm him, he is set forth unknowingly on a hilarious adventure filled with a gender changing genie, demon prince, and sword wielding enemies galore. The story thickens later on when Gokudo and friends find out the real reason for their series of events.",2.498,0.0,0
1999-04-02,[16],27346,To Heart,['JP'],ja,ToHeart,,1.28,0.0,0
1999-04-01,[16],1822,George and Martha,"['CA', 'US']",en,George and Martha,"George and Martha is an animated children's television show which comprises 26 episodes made in 1999. The program revolves around the lives of two hippos: George and Martha. Produced by Nelvana and initially seen on YTV in Canada, the show is based on a series of books written and illustrated by James Marshall. It now airs in reruns on qubo, as of April 12, 2008.

Its theme song is ""Perfidia"", by Mambo All-Stars.",2.538,0.0,0
1999-03-28,"[35, 10765, 16]",615,Futurama,['US'],en,Futurama,"The adventures of a late-20th-century New York City pizza delivery boy, Philip J. Fry, who, after being unwittingly cryogenically frozen for one thousand years, finds employment at Planet Express, an interplanetary delivery company in the retro-futuristic 31st century.",156.52,8.3,1745
1999-03-17,"[16, 80]",89579,Gosho Aoyama's Collection of Short Stories,['JP'],ja,青山剛昌短編集,,0.6,8.0,1
1999-03-17,[16],88759,青山剛昌短編集,['JP'],ja,青山剛昌短編集,,0.6,4.0,1
1999-03-07,"[16, 10762]",120282,Les Kangoo aux Jeux olympiques,[],fr,Les Kangoo aux Jeux olympiques,,0.6,0.0,0
1999-03-07,"[16, 10759, 10765]",31654,Digimon Adventure,['JP'],ja,デジモンアドベンチャー,"While at summer camp, seven kids are transported to a strange digital world. In this new world they make friends with creatures that call themselves Digimon who were born to defend their world from various evil forces.",50.979,8.1,403
1999-03-01,"[16, 9648]",45462,Pet Shop of Horrors,['JP'],ja,ペットショップ・オブ・ホラーズ / ペットショップ オブ ホラーズ,"Welcome to the most magnificent pet shop in Chinatown! Operated by the shadowy Count D, the shop specializes in rare and hard to come by pets... but with each sale comes a contract. And if that contract is broken, watch out! Detective Orcott has linked many odd and unexplained deaths to Count D's shop. Will he solve the mystery or fall prey to it?",1.369,7.6,13
1999-03-01,"[16, 10762]",25985,Kipper,['GB'],en,Kipper,"In this charming collection of tales, the curious Kipper explores the attic, goes fishing with Tiger, finds a magical umbrella, takes a trip to the seaside, receives a visitor in the night and more.",4.331,7.0,2
1999-02-27,[16],16582,Le Magicien,['FR'],fr,Le Magicien,"The Magician was a French animated television series produced by Xilam between 1997 and 1998, and distributed by Gaumont. It aired on Fox in 1999. The show stars Ace Cooper as the superhero along with his sidekick, Cosmo.",0.991,8.0,1
1999-02-25,"[16, 10759]",77381,Z-MIND,['JP'],ja,思春期美少女合体ロボ ジーマイン,A group of sisters are the only ones who can pilot a mysterious robot to save the world from an unknown alien life-form.,1.536,6.0,1
1999-02-13,"[18, 16, 35, 10759, 18]",34729,Kamikaze Kaitou Jeanne,['JP'],ja,神風怪盗ジャンヌ,"Kamikaze Kaitou Jeanne is a fantasy shōjo manga series written and illustrated by Arina Tanemura. The story is about the adventures of a high school girl, Maron Kusakabe, who is the reincarnation of Jeanne D'Arc and transforms into a phantom thief-magical girl to collect the scattered pieces of God's power which are also coveted by demons hiding in beautiful art works.

The manga was published by Shueisha in Ribon between February 1998 and July 2000. The individual chapters were collected and published in seven tankōbon volumes. It was formerly licensed for English-language release by CMX Manga and now licensed by Viz Media. The series was adapted by Toei Animation as a 44-episode anime television series that was broadcast on TV Asahi from February 1999 to January 2000. The series was re-issued by Shueisha in 2007, with all chapters fitting into only 6 volumes, instead of the original 7; all volumes had new covers.",9.12,7.3,38
1999-02-11,"[10762, 16]",44095,Maisy,"['GB', 'US']",en,Maisy,"Fun and adventurous mini-episode series following the life of Maisy, a little white mouse and her friends.",5.102,0.0,0
1999-02-07,"[16, 35, 10765]",20353,Magical DoReMi,['JP'],ja,おジャ魔女どれみ,"Ojamajo Doremi, known as Magical DoReMi in the US, is a magical girl anime television series created by Toei Animation in 1999. It focuses on elementary school students who become witch apprentices. Led by Doremi Harukaze, the girls must maintain their double lives in secret.

Ojamajo Doremi has been followed up by three direct sequels, lasting until its end in 2003. During the television series' runtime, two companion films were released in theaters. The English dub, produced by 4Kids Entertainment, released a preview episode in the US airing on August 13, 2005, and the first episode on September 10, 2005.",20.9,8.8,20
1999-02-02,"[16, 35]",44202,Iketeru Futari,['JP'],ja,イケてる2人,Saji Keisuke is a rather energetic young man who is quite smitten with the mysterious Koizumi Akira who appears to hate men. And then there is also Saji's well-endowed childhood friend Yuki who sees Akira as a rival. So what will become of this love-triangle?,1.96,7.0,3
1999-02-01,[16],5263,Crashbox,"['US', 'CA']",en,Crashbox,"Crashbox is an educational children's television game show that airs on the HBO Family digital cable television channel in the United States. It aims to educate grade-school children in history, math, vocabulary, and other various subjects.

The show takes place in the insides of a game computer where green game cartridges are created and loaded by rusty robots. Each half-hour episode consists of at least seven 2-to-5-minute educational games. Near the end, the robots will do ""Crashbox Rewind"" where they flash back through the show and remind you how smart you really are.",4.381,10.0,1
1999-01-31,"[16, 35]",1434,Family Guy,['US'],en,Family Guy,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",197.661,7.0,2649
1999-01-25,"[10759, 16, 18, 10765]",35205,Harlock Saga - the Ring of the Nibelungs,['JP'],ja,ハーロック・サーガ ニーベルングの指環 -ラインの黄金-,"Harlock Saga is a six-part anime miniseries by Leiji Matsumoto. An adaptation of Das Rheingold, it tells the story of space pirate Captain Harlock and his crew as they try to stop a man who has stolen gold from the center of the galaxy and forged it into a powerful ring.",0.84,6.5,2
1999-01-25,"[16, 35]",4956,Dilbert,['US'],en,Dilbert,"Dilbert is an animated television series adaptation of the comic strip of the same name, produced by Adelaide Productions, Idbox, and United Media and distributed by Columbia TriStar Television. The first episode was broadcast on January 25, 1999, and was UPN's highest-rated comedy series premiere at that point in the network's history; it lasted two seasons on UPN and won a Primetime Emmy before its cancellation.",11.554,6.9,40
