,name,overview,anilist_genres,origin_country,original_language,original_name,first_air_date,year,total_fans,combined_average_score,tmdb_popularity,tmdb_users,vote_average,anilist_users,anilist_average_score,source_material,is_adult,tmdb_id,anilist_id
1513,バトルスピリッツ 少年激覇ダン,,['Action'],['JP'],zh,バトルスピリッツ 少年激覇ダン,2009-09-13,2009,543.0,68.0,0.629,0,0.0,543.0,68.0,OTHER,False,116038,6901.0
1514,Ontama!,"Ichigo is a fourth-grade girl, who lives with her gentle-hearted mother and not-so-kind stepfather. Worried about the discord between her parents, she wishes: ""To meet my real father!"" Her wish is granted and suddenly she ends up in her real father's apartment, but several years in the past. Playing the role of her father's younger sister, Ichigo tries to bring her real father and mother together...",['Adventure'],['JP'],ja,おんたま!,2009-08-07,2009,604.0,65.0,0.6,0,0.0,604.0,65.0,MANGA,False,53353,6890.0
1515,Modern Magic Made Simple,"In this world, magic is similar to quantum physics, and spells - on computer programs, and they are called the same - Codes. As with quantum physics, the magic - the inheritance of the few with an innate gift must be carefully developed through education and training. Adherents are divided into classical magicians who create code intuitive and modern magicians who use computers. These masters are highly valued because they are almost all - spell commercial success to time travel.",['Comedy'],['JP'],ja,よくわかる現代魔法,2009-07-11,2009,3271.0,60.98379700397432,0.96,1,8.0,3270.0,61.0,LIGHT_NOVEL,False,25275,5454.0
1516,Tokyo Magnitude 8.0,"Tokyo Magnitude 8.0 is a Japanese anime television series that premiered on Fuji TV's noitaminA timeslot on July 9, 2009, where it ended its original run on September 17. Directed by Masaki Tachibana and written by Natsuko Takahashi, it is an original series co-produced by Bones and Kinema Citrus. The 11-episode series centres around two young siblings, Mirai and Yūki, and single mother Mari who the two meet in the aftermath of a major earthquake hitting the Japanese capital, placed in the near future. It won the Excellence Prize in the Animation category at Japan's Media Arts Festival in 2009. It was announced that the series has been licensed for a release in North America, set to be released on April 2013.",['Drama'],['JP'],ja,東京マグニチュード8.0,2009-07-09,2009,38956.0,77.96221121265016,8.553,21,7.9,38935.0,78.0,ORIGINAL,False,37866,6211.0
1517,At the Mercy of the Sky,"Sakura Ooyagi returns to his old hometown in order to start school  at Sōei High School. On the first day, he runs into an old childhood  friend: a junior named Mihoshi Akeno. As children, the two used to play  together, with Mihoshi, or Mii-chan, being extremely fond of astronomy.  After convincing Sakura to join the school's astronomy club, another  girl, Hime Makita, joins the club in hopes of winning over Sakura. The  anime tells the story of the 6 club members as they soar through their  lives, each maturing and changing their outlooks on life","['Comedy', 'Romance', 'Slice of Life']",['JP'],ja,宙のまにまに,2009-07-07,2009,5352.0,67.9772047832586,3.61,2,7.0,5350.0,68.0,MANGA,False,38141,6098.0
1518,GA: Geijutsuka Art Design Class,"GA is a class that specializes in the arts at Ayanoi High School. Kisaragi, Nodamiki, Kyoju, Tomokane and Namiko are five students who learn about art.","['Comedy', 'Slice of Life']",['JP'],ja,GA 芸術科アートデザインクラス,2009-07-06,2009,3300.0,67.96272727272728,1.62,2,6.5,3298.0,68.0,MANGA,False,37552,5670.0
1519,Princess Lover!,"Princess Lover! is a Japanese visual novel, and the first title developed by Ricotta. It was first released as an adult game for the PC on June 27, 2008 in both limited and regular editions, which was followed by an all-ages release for the PlayStation 2 on January 28, 2010. The gameplay in Princess Lover! follows a linear plot line which offers pre-determined scenarios and courses of interaction, and its story focuses on the appeal of the four female main characters.

Princess Lover! has received several transitions to other media. The game was first adapted into three light novels written by Utsusemi and illustrated by Hyūma Kitsuhi. It was then followed by two manga adaptations: the first, illustrated by Naoha Yuigi, began serialization in Media Factory's Media Factory Mobile! service on March 20, 2009; and the second, illustrated by Yū Midorigi, began its serialization in the manga magazine Comic Valkyrie on July 27, 2009. An anime adaptation produced by the animation studio GoHands also began its broadcast in Japan on July 5, 2009, and it was later followed by other networks in the same month. An Internet radio show has also been produced to promote the anime adaptation, and began its broadcast on July 3, 2009.","['Comedy', 'Ecchi']",['JP'],ja,プリンセスラバー,2009-07-06,2009,18627.0,61.98512911365223,11.48,5,6.6,18622.0,62.0,VISUAL_NOVEL,False,34188,6201.0
1520,Kanamemo,"The story centers on Kana Nakamichi, a middle-school girl who had already lost her parents and just recently lost her only remaining relative, her grandmother. As a result, she ends up living and working at a newspaper delivery office. Everyone else living at the office are all charming, self-assertive bishōjo. The show follows Kana’s daily life in the fast-paced yet joyous environment.","['Comedy', 'Ecchi', 'Slice of Life']",['JP'],ja,かなめも,2009-07-05,2009,5207.0,64.98905319761859,1.754,1,8.0,5206.0,65.0,MANGA,False,73396,5914.0
1521,Element Hunters,"In the year 2029, chemical elements such as oxygen, carbon, gold, molybdenum, and cobalt were continually disappearing from Earth. These disappearing elements ultimately disrupted the environment and led to the destruction of various homes, cities, and even entire countries. Researchers discovered that the vanishing elements drained into a planet called Nega Earth, located in another dimension. Element dematerialization was occurring rapidly; thus, to save Earth, three special pre-teens picked by the space colony government formed the Element Hunters. Their job was to transport themselves to Nega-Earth to battle monsters called Q-EXes and retrieve lost elements. However, out of their own concerns, Ren, Chiara, and Homi, three average middle school students from Earth, banded together to also become Element Hunters. With the help of Professor Aimee Carr and Juno, they are able to help save their own planet.",['Sci-Fi'],['JP'],ja,Eremento Hantā,2009-07-04,2009,1419.0,57.959830866807614,1.4,1,1.0,1418.0,58.0,ORIGINAL,False,81334,5945.0
1522,Canaan,"Two years ago, Shibuya was ravaged by a biological terrorist  attack using the deadly Ua virus. Maria Osawa was saved when her father  inoculated her against the virus, but is left with partial amnesia from  the shock. She works as a cameraman when she reunites with a girl named  Canaan in Shanghai, China. A gifted assassin with synesthesia, she is  under orders from an unknown organization for a yet unspecified mission","['Action', 'Sci-Fi', 'Supernatural']",['JP'],ja,カナン,2009-07-04,2009,23167.0,68.96778175853585,7.427,12,6.8,23155.0,69.0,VISUAL_NOVEL,False,43418,5356.0
1523,Elementhunters,,,['JP'],en,Elementhunters,2009-07-04,2009,0.0,0.0,1.093,0,0.0,,,,,26163,
1524,Monogatari,"Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again.","['Comedy', 'Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",['JP'],ja,化物語,2009-07-03,2009,150287.0,82.85895852602022,63.168,283,8.1,150004.0,83.0,LIGHT_NOVEL,False,46195,5081.0
1525,Taisho Baseball Girls,"In 1925 (year 14 of the Taishō period), after being told by a baseball player that women should become housewives instead of going to school, two 14-year-old Japanese high school girls named Koume and Akiko decide to start a baseball team in order to prove him wrong. During this time, when even running was considered too vulgar for women, baseball is known as ""what the boys do"" and they face many difficulties when searching members, getting permission from their parents and when learning about the sport itself.","['Comedy', 'Slice of Life', 'Sports']",['JP'],ja,大正野球娘,2009-07-03,2009,3347.0,70.0,1.185,0,0.0,3347.0,70.0,LIGHT_NOVEL,False,25887,5141.0
1526,Sweet Blue Flowers,"Fumi Manjoume enters Kamakura's accelerated  high school - Matsuoka All-Girls High School.  While waiting at the  Kamakura station on the day of her entrance ceremony, she runs into an  old childhood friend whom she had not seen in 10 years: Akira Okudaira.  As their friendship is rekindled and they start falling back into the  rhythm of friends again, it starts a delicate love story...","['Drama', 'Romance', 'Slice of Life']",['JP'],ja,青い花,2009-07-02,2009,13573.0,68.97708686362631,3.153,5,6.8,13568.0,69.0,MANGA,False,34838,6164.0
1527,Needless,"Adam Blade is a ""Needless"", a person possessing amazing mutant abilities. To restore peace to a war ravaged Japan, he and his friends fight against a evil research group called Simeon.","['Action', 'Comedy', 'Ecchi', 'Sci-Fi']",['JP'],ja,NEEDLESS,2009-07-02,2009,14137.0,67.9872037914692,6.162,3,7.7,14134.0,68.0,MANGA,False,34806,6030.0
1528,Umineko: When They Cry,"As customary per year, the entire family is gathering on the island for a conference that discusses the current financial situations of each respective person. Because of the family head's poor health, this year involves the topic of the head of the family's inheritance and how it will be distributed.

However, the family is unaware that the distribution of his wealth is the least of Ushiromiya Kinzo's concerns for this year's family conference. After being told that his end was approaching by his longtime friend and physician, Kinzo is desperate to meet his life's true love one last time: the Golden Witch, Beatrice. Having immersed himself in black magic for many of the later years in his life, Kinzo instigates a ceremony to revive his beloved upon his family's arrival on Rokkenjima. Soon after, a violent typhoon traps the family on the island and a string of mysterious murders commence, forcing the eighteen people on the island to fight for their lives in a deadly struggle between fantasy and reality.","['Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",['JP'],ja,うみねこのなく頃に,2009-07-01,2009,21569.0,64.91692707125968,4.058,31,7.2,21538.0,65.0,VISUAL_NOVEL,False,25499,4896.0
1529,Juden Chan,"Fight Ippatsu! Jūden-chan!! is a manga series by Bow Ditama, which is also adapted into an anime television series of the same name that began airing on the liberal AT-X network in Japan from June 25, 2009. It features anthropomorphized characters representing aspects of charging electrical equipment. This series contains some explicit fanservice, including omorashi, which was broadcast uncensored. The series was also released on Crunchyroll, under the title of Charger Girl, Ju-den Chan, although it is censored.","['Comedy', 'Ecchi', 'Sci-Fi']",['JP'],ja,ファイト一発！ 充電ちゃん!!,2009-06-25,2009,3807.0,61.98607827685842,8.038,1,9.0,3806.0,62.0,MANGA,False,36984,5973.0
1530,Saint Seiya The Lost Canvas,"An orphan known as Tenma becomes one of Athena's 88 warriors known as Saints and finds himself in a war fighting against his best friend Alone who is revealed to be the reincarnation of Athena's biggest enemy, the God Hades.","['Action', 'Adventure', 'Supernatural']",['JP'],ja,聖闘士星矢 THE LOST CANVAS 冥王神話,2009-06-24,2009,9622.0,73.50191228434836,43.281,354,8.1,9268.0,76.0,MANGA,False,61389,6171.0
1531,Umi Monogatari,,"['Drama', 'Fantasy', 'Mahou Shoujo', 'Romance', 'Supernatural']",['JP'],ja,うみものがたり ~あなたがいてくれたコト~,2009-06-24,2009,3579.0,61.0,1.96,0,0.0,3579.0,61.0,VIDEO_GAME,False,22974,6129.0
1532,Kigurumikku V3,"The high spirited girls, put on their ""KIGURUMI""costumes instantly transforming them into the super hero's. Follow these super-girls as they defend Minamachi City and bring peace to the town.","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Mecha']",['JP'],ja,きグルみっく☆V3,2009-06-04,2009,387.0,43.90439276485788,0.6,1,7.0,386.0,44.0,ORIGINAL,False,53564,6318.0
